FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),Latitude (deg),Longitude (deg),HaeAlt (m),MslAlt (m)
326.29,2022-08-08 18:09:08,151750,33.8162742,-106.6519212,1489.417,1514.283
327.293,2022-08-08 18:09:09,151751,33.8162723,-106.6519193,1489.502,1514.368
328.317,2022-08-08 18:09:10,151752,33.8162709,-106.6519179,1489.693,1514.559
329.321,2022-08-08 18:09:11,151753,33.8162703,-106.6519177,1489.808,1514.674
330.319,2022-08-08 18:09:12,151754,33.8162703,-106.6519189,1489.946,1514.811
331.293,2022-08-08 18:09:13,151755,33.8162698,-106.6519197,1490.067,1514.933
332.318,2022-08-08 18:09:14,151756,33.8162696,-106.6519201,1490.379,1515.244
333.294,2022-08-08 18:09:15,151757,33.8162685,-106.6519192,1490.565,1515.43
334.318,2022-08-08 18:09:16,151758,33.8162679,-106.6519193,1490.703,1515.569
335.315,2022-08-08 18:09:17,151759,33.8162673,-106.6519197,1490.746,1515.611
336.295,2022-08-08 18:09:18,151760,33.8162662,-106.6519195,1490.87,1515.735
337.331,2022-08-08 18:09:19,151761,33.8162655,-106.6519198,1491.136,1516.002
338.295,2022-08-08 18:09:20,151762,33.8162657,-106.6519214,1491.375,1516.24
339.313,2022-08-08 18:09:21,151763,33.8162656,-106.6519223,1491.507,1516.372
340.319,2022-08-08 18:09:22,151764,33.8162658,-106.6519238,1491.637,1516.502
341.318,2022-08-08 18:09:23,151765,33.8162662,-106.6519253,1491.71,1516.576
342.314,2022-08-08 18:09:24,151766,33.8162666,-106.6519271,1491.902,1516.767
343.321,2022-08-08 18:09:25,151767,33.8162662,-106.6519275,1491.973,1516.839
344.29,2022-08-08 18:09:26,151768,33.8162668,-106.6519289,1492.239,1517.104
345.319,2022-08-08 18:09:27,151769,33.8162666,-106.6519293,1492.354,1517.22
346.289,2022-08-08 18:09:28,151770,33.8162655,-106.6519282,1492.473,1517.339
347.289,2022-08-08 18:09:29,151771,33.8162642,-106.6519267,1492.615,1517.481
348.291,2022-08-08 18:09:30,151772,33.8162634,-106.6519259,1492.69,1517.556
349.318,2022-08-08 18:09:31,151773,33.8162628,-106.6519257,1492.808,1517.674
350.316,2022-08-08 18:09:32,151774,33.8162627,-106.6519262,1492.892,1517.758
351.327,2022-08-08 18:09:33,151775,33.8162621,-106.6519261,1493.001,1517.867
352.314,2022-08-08 18:09:34,151776,33.8162618,-106.651926,1493.041,1517.907
353.321,2022-08-08 18:09:35,151777,33.8162616,-106.6519261,1493.107,1517.972
354.317,2022-08-08 18:09:36,151778,33.8162608,-106.6519253,1493.074,1517.94
355.314,2022-08-08 18:09:37,151779,33.8162606,-106.651925,1493.098,1517.963
356.298,2022-08-08 18:09:38,151780,33.8162601,-106.6519247,1493.135,1518.001
357.317,2022-08-08 18:09:39,151781,33.8162589,-106.6519233,1493.047,1517.912
358.318,2022-08-08 18:09:40,151782,33.8162576,-106.6519215,1492.893,1517.759
359.294,2022-08-08 18:09:41,151783,33.816257,-106.6519214,1492.83,1517.696
360.333,2022-08-08 18:09:42,151784,33.8162571,-106.6519223,1492.736,1517.601
361.288,2022-08-08 18:09:43,151785,33.8162566,-106.6519217,1492.667,1517.532
362.324,2022-08-08 18:09:44,151786,33.8162562,-106.6519215,1492.643,1517.508
363.319,2022-08-08 18:09:45,151787,33.8162555,-106.651921,1492.657,1517.523
364.333,2022-08-08 18:09:46,151788,33.8162552,-106.6519212,1492.661,1517.526
365.315,2022-08-08 18:09:47,151789,33.8162544,-106.6519209,1492.613,1517.479
366.321,2022-08-08 18:09:48,151790,33.8162535,-106.6519204,1492.637,1517.502
367.291,2022-08-08 18:09:49,151791,33.8162535,-106.6519209,1492.613,1517.479
368.314,2022-08-08 18:09:50,151792,33.8162532,-106.6519206,1492.611,1517.477
369.331,2022-08-08 18:09:51,151793,33.8162525,-106.6519196,1492.545,1517.41
370.293,2022-08-08 18:09:52,151794,33.8162519,-106.6519185,1492.528,1517.393
371.296,2022-08-08 18:09:53,151795,33.8162512,-106.6519172,1492.506,1517.372
372.318,2022-08-08 18:09:54,151796.001,33.8162506,-106.6519166,1492.489,1517.355
373.318,2022-08-08 18:09:55,151797,33.81625,-106.6519158,1492.489,1517.355
374.317,2022-08-08 18:09:56,151798,33.8162494,-106.6519154,1492.424,1517.29
375.299,2022-08-08 18:09:57,151799,33.8162491,-106.6519154,1492.422,1517.288
376.317,2022-08-08 18:09:58,151800,33.8162478,-106.6519134,1492.324,1517.189
377.316,2022-08-08 18:09:59,151801,33.8162473,-106.6519131,1492.272,1517.138
378.312,2022-08-08 18:10:00,151802,33.8162463,-106.6519118,1492.212,1517.078
379.315,2022-08-08 18:10:01,151803,33.8162449,-106.6519095,1492.167,1517.033
380.311,2022-08-08 18:10:02,151804,33.8162437,-106.6519079,1492.148,1517.014
381.328,2022-08-08 18:10:03,151805,33.8162433,-106.6519073,1492.164,1517.029
382.33,2022-08-08 18:10:04,151806,33.8162424,-106.6519058,1492.088,1516.953
383.316,2022-08-08 18:10:05,151807,33.8162418,-106.6519052,1492.114,1516.979
384.291,2022-08-08 18:10:06,151808,33.8162417,-106.6519049,1492.125,1516.991
385.303,2022-08-08 18:10:07,151809,33.8162419,-106.651905,1492.117,1516.983
386.29,2022-08-08 18:10:08,151810,33.8162414,-106.6519042,1492.095,1516.961
387.315,2022-08-08 18:10:09,151811,33.8162419,-106.6519051,1492.163,1517.029
388.293,2022-08-08 18:10:10,151812,33.8162415,-106.651904,1492.094,1516.959
389.318,2022-08-08 18:10:11,151813,33.8162414,-106.6519035,1492.099,1516.965
390.317,2022-08-08 18:10:12,151814,33.8162416,-106.6519035,1492.036,1516.901
391.306,2022-08-08 18:10:13,151815,33.8162411,-106.6519026,1491.956,1516.821
392.318,2022-08-08 18:10:14,151816,33.8162399,-106.6519002,1491.743,1516.608
393.286,2022-08-08 18:10:15,151817,33.8162383,-106.6518973,1491.518,1516.384
394.302,2022-08-08 18:10:16,151818,33.8162369,-106.6518943,1491.126,1515.991
395.293,2022-08-08 18:10:17,151819,33.816236,-106.6518918,1490.676,1515.542
396.32,2022-08-08 18:10:18,151820,33.8162346,-106.6518889,1490.403,1515.269
397.317,2022-08-08 18:10:19,151821,33.816233,-106.651886,1490.159,1515.025
398.311,2022-08-08 18:10:20,151822,33.8162311,-106.6518824,1489.858,1514.724
399.312,2022-08-08 18:10:21,151823,33.8162299,-106.6518796,1489.495,1514.361
400.29,2022-08-08 18:10:22,151824,33.8162292,-106.6518774,1489.173,1514.038
401.287,2022-08-08 18:10:23,151825,33.8162286,-106.6518754,1488.911,1513.777
402.311,2022-08-08 18:10:24,151826,33.8162281,-106.651874,1488.811,1513.677
403.294,2022-08-08 18:10:25,151827,33.8162276,-106.6518727,1488.715,1513.58
404.283,2022-08-08 18:10:26,151828,33.8162275,-106.6518718,1488.663,1513.529
405.288,2022-08-08 18:10:27,151829,33.816227,-106.6518705,1488.526,1513.392
406.288,2022-08-08 18:10:28,151830,33.8162266,-106.6518698,1488.538,1513.404
407.287,2022-08-08 18:10:29,151831,33.8162268,-106.6518696,1488.605,1513.47
408.316,2022-08-08 18:10:30,151832,33.8162269,-106.6518691,1488.623,1513.488
409.316,2022-08-08 18:10:31,151833,33.8162269,-106.6518688,1488.709,1513.575
410.288,2022-08-08 18:10:32,151834,33.8162272,-106.6518692,1488.847,1513.713
411.292,2022-08-08 18:10:33,151835,33.8162277,-106.6518701,1488.962,1513.828
412.293,2022-08-08 18:10:34,151836,33.8162284,-106.651871,1489.108,1513.973
413.329,2022-08-08 18:10:35,151837,33.8162287,-106.6518708,1489.278,1514.144
414.313,2022-08-08 18:10:36,151838,33.8162285,-106.6518702,1489.421,1514.287
415.292,2022-08-08 18:10:37,151839,33.8162286,-106.65187,1489.525,1514.39
416.313,2022-08-08 18:10:38,151840,33.816228,-106.6518689,1489.61,1514.476
417.312,2022-08-08 18:10:39,151841,33.8162271,-106.6518671,1489.762,1514.628
418.315,2022-08-08 18:10:40,151842,33.8162265,-106.6518657,1489.835,1514.701
419.317,2022-08-08 18:10:41,151843,33.8162264,-106.6518654,1489.906,1514.771
420.286,2022-08-08 18:10:42,151844,33.8162256,-106.6518641,1490.002,1514.868
421.31,2022-08-08 18:10:43,151845,33.8162251,-106.6518634,1490.037,1514.902
422.331,2022-08-08 18:10:44,151846,33.8162242,-106.6518619,1489.995,1514.861
423.288,2022-08-08 18:10:45,151847,33.8162239,-106.6518615,1489.985,1514.85
424.312,2022-08-08 18:10:46,151848,33.8162233,-106.6518606,1489.93,1514.796
425.29,2022-08-08 18:10:47,151849,33.8162221,-106.6518587,1489.92,1514.786
426.311,2022-08-08 18:10:48,151850,33.8162226,-106.6518593,1489.83,1514.695
427.288,2022-08-08 18:10:49,151851,33.8162218,-106.6518583,1489.804,1514.67
428.309,2022-08-08 18:10:50,151852,33.8162208,-106.6518571,1489.783,1514.649
429.291,2022-08-08 18:10:51,151853,33.816221,-106.6518573,1489.741,1514.606
430.305,2022-08-08 18:10:52,151854,33.8162209,-106.6518573,1489.691,1514.557
431.289,2022-08-08 18:10:53,151855,33.8162217,-106.6518582,1489.684,1514.55
432.282,2022-08-08 18:10:54,151856,33.8162227,-106.6518586,1489.589,1514.455
433.285,2022-08-08 18:10:55,151857,33.816223,-106.6518584,1489.486,1514.351
434.312,2022-08-08 18:10:56,151858,33.8162234,-106.6518588,1489.412,1514.278
435.29,2022-08-08 18:10:57,151859,33.8162233,-106.6518586,1489.5,1514.365
436.335,2022-08-08 18:10:58,151860,33.8162229,-106.6518578,1489.645,1514.51
437.294,2022-08-08 18:10:59,151861,33.8162217,-106.6518555,1489.743,1514.608
438.285,2022-08-08 18:11:00,151862,33.8162208,-106.6518542,1489.887,1514.753
439.298,2022-08-08 18:11:01,151863,33.8162213,-106.6518548,1490.004,1514.869
440.291,2022-08-08 18:11:02,151864,33.816222,-106.6518552,1490.023,1514.889
441.313,2022-08-08 18:11:03,151865,33.8162224,-106.651856,1490.13,1514.996
442.317,2022-08-08 18:11:04,151866,33.8162222,-106.6518561,1490.218,1515.084
443.327,2022-08-08 18:11:05,151867,33.816222,-106.651856,1490.254,1515.12
444.301,2022-08-08 18:11:06,151868,33.8162211,-106.6518555,1490.312,1515.178
445.294,2022-08-08 18:11:07,151869,33.8162202,-106.6518554,1490.316,1515.182
446.32,2022-08-08 18:11:08,151870,33.8162192,-106.6518551,1490.368,1515.234
447.311,2022-08-08 18:11:09,151871,33.8162185,-106.6518547,1490.375,1515.241
448.317,2022-08-08 18:11:10,151872,33.8162185,-106.6518549,1490.407,1515.273
449.318,2022-08-08 18:11:11,151873,33.8162183,-106.651855,1490.44,1515.306
450.289,2022-08-08 18:11:12,151874,33.8162177,-106.6518548,1490.535,1515.401
451.313,2022-08-08 18:11:13,151875,33.8162175,-106.6518548,1490.545,1515.41
452.298,2022-08-08 18:11:14,151876,33.8162168,-106.6518543,1490.621,1515.487
453.291,2022-08-08 18:11:15,151877,33.8162159,-106.651854,1490.627,1515.493
454.318,2022-08-08 18:11:16,151878,33.8162155,-106.6518541,1490.607,1515.473
455.294,2022-08-08 18:11:17,151879,33.8162158,-106.6518549,1490.542,1515.407
456.312,2022-08-08 18:11:18,151880,33.8162162,-106.6518563,1490.602,1515.468
457.329,2022-08-08 18:11:19,151881,33.8162152,-106.6518561,1490.668,1515.533
458.332,2022-08-08 18:11:20,151882,33.8162155,-106.6518578,1490.712,1515.577
459.296,2022-08-08 18:11:21,151883,33.8162167,-106.6518601,1490.791,1515.657
460.317,2022-08-08 18:11:22,151884,33.8162174,-106.6518618,1490.899,1515.765
461.299,2022-08-08 18:11:23,151885,33.8162164,-106.6518609,1491.079,1515.945
462.296,2022-08-08 18:11:24,151886,33.8162156,-106.6518606,1491.114,1515.98
463.288,2022-08-08 18:11:25,151887,33.8162153,-106.6518604,1491.148,1516.013
464.331,2022-08-08 18:11:26,151888,33.8162154,-106.651861,1491.091,1515.956
465.316,2022-08-08 18:11:27,151889,33.8162153,-106.6518613,1491.025,1515.891
466.292,2022-08-08 18:11:28,151890,33.8162148,-106.651861,1491.003,1515.869
467.292,2022-08-08 18:11:29,151891,33.8162145,-106.6518604,1490.965,1515.831
468.29,2022-08-08 18:11:30,151892,33.8162135,-106.6518592,1490.928,1515.793
469.31,2022-08-08 18:11:31,151893,33.8162129,-106.6518588,1490.881,1515.746
470.318,2022-08-08 18:11:32,151894,33.816213,-106.6518591,1490.84,1515.705
471.329,2022-08-08 18:11:33,151895,33.8162134,-106.6518589,1490.627,1515.493
472.287,2022-08-08 18:11:34,151896,33.8162141,-106.6518595,1490.546,1515.411
473.3,2022-08-08 18:11:35,151897,33.8162138,-106.6518591,1490.407,1515.272
474.318,2022-08-08 18:11:36,151898,33.8162139,-106.6518593,1490.222,1515.088
475.317,2022-08-08 18:11:37,151899,33.8162139,-106.6518596,1490.069,1514.935
476.312,2022-08-08 18:11:38,151900,33.816214,-106.6518598,1490.018,1514.883
477.317,2022-08-08 18:11:39,151901,33.8162149,-106.6518606,1489.936,1514.802
478.295,2022-08-08 18:11:40,151902,33.8162153,-106.651861,1489.826,1514.692
479.302,2022-08-08 18:11:41,151903,33.8162163,-106.6518618,1489.761,1514.627
480.318,2022-08-08 18:11:42,151904,33.8162173,-106.6518629,1489.756,1514.622
481.328,2022-08-08 18:11:43,151905,33.8162181,-106.6518641,1489.741,1514.607
482.302,2022-08-08 18:11:44,151906,33.8162181,-106.6518639,1489.742,1514.608
483.302,2022-08-08 18:11:45,151907,33.8162189,-106.6518649,1489.645,1514.51
484.329,2022-08-08 18:11:46,151908,33.8162223,-106.6518689,1489.602,1514.468
485.316,2022-08-08 18:11:47,151909.001,33.8162243,-106.6518715,1489.531,1514.397
486.335,2022-08-08 18:11:48,151910,33.8162244,-106.6518719,1489.408,1514.273
487.318,2022-08-08 18:11:49,151911,33.816226,-106.651874,1489.387,1514.253
488.292,2022-08-08 18:11:50,151912,33.8162272,-106.6518758,1489.345,1514.21
489.319,2022-08-08 18:11:51,151913,33.8162293,-106.6518788,1489.289,1514.154
490.291,2022-08-08 18:11:52,151914,33.8162313,-106.6518815,1489.229,1514.094
491.313,2022-08-08 18:11:53,151915,33.8162334,-106.6518845,1489.119,1513.984
492.291,2022-08-08 18:11:54,151916,33.8162367,-106.6518887,1489.071,1513.937
493.301,2022-08-08 18:11:55,151917,33.8162393,-106.6518919,1489.035,1513.9
494.311,2022-08-08 18:11:56,151918,33.8162427,-106.6518956,1489.003,1513.869
495.305,2022-08-08 18:11:57,151919,33.8162472,-106.6519011,1488.903,1513.769
496.313,2022-08-08 18:11:58,151920,33.8162499,-106.6519044,1488.894,1513.76
497.294,2022-08-08 18:11:59,151921,33.8162521,-106.6519073,1488.848,1513.714
498.333,2022-08-08 18:12:00,151922,33.8162527,-106.6519084,1488.809,1513.675
499.314,2022-08-08 18:12:01,151923,33.8162537,-106.6519094,1488.69,1513.556
500.292,2022-08-08 18:12:02,151924,33.8162553,-106.6519117,1488.679,1513.545
501.312,2022-08-08 18:12:03,151925,33.8162572,-106.651914,1488.572,1513.438
502.311,2022-08-08 18:12:04,151926,33.8162589,-106.6519161,1488.464,1513.33
503.311,2022-08-08 18:12:05,151927,33.8162612,-106.6519189,1488.275,1513.14
504.293,2022-08-08 18:12:06,151928,33.8162644,-106.6519223,1488.119,1512.985
505.287,2022-08-08 18:12:07,151929,33.8162669,-106.6519259,1488.038,1512.904
506.287,2022-08-08 18:12:08,151930,33.8162699,-106.6519296,1487.918,1512.783
507.301,2022-08-08 18:12:09,151931,33.8162726,-106.6519331,1487.816,1512.682
508.33,2022-08-08 18:12:10,151932,33.8162735,-106.6519338,1487.573,1512.438
509.296,2022-08-08 18:12:11,151933,33.816275,-106.6519363,1487.347,1512.213
510.29,2022-08-08 18:12:12,151934,33.8162769,-106.6519395,1487.19,1512.056
511.313,2022-08-08 18:12:13,151935,33.8162779,-106.6519416,1487.073,1511.939
512.29,2022-08-08 18:12:14,151936,33.8162785,-106.6519433,1486.933,1511.799
513.286,2022-08-08 18:12:15,151937,33.8162789,-106.6519442,1486.66,1511.526
514.292,2022-08-08 18:12:16,151938,33.8162793,-106.6519452,1486.407,1511.273
515.285,2022-08-08 18:12:17,151939,33.8162802,-106.6519468,1486.209,1511.074
516.289,2022-08-08 18:12:18,151940,33.8162823,-106.6519498,1486.07,1510.936
517.296,2022-08-08 18:12:19,151941,33.8162849,-106.6519538,1485.954,1510.82
518.282,2022-08-08 18:12:20,151942,33.816287,-106.6519569,1485.9,1510.765
519.311,2022-08-08 18:12:21,151943,33.816289,-106.6519596,1485.886,1510.751
520.292,2022-08-08 18:12:22,151944,33.8162903,-106.6519609,1485.83,1510.696
521.308,2022-08-08 18:12:23,151945,33.8162933,-106.6519652,1485.88,1510.746
522.293,2022-08-08 18:12:24,151946,33.8162947,-106.6519672,1485.813,1510.678
523.288,2022-08-08 18:12:25,151947,33.8162959,-106.6519685,1485.757,1510.623
524.309,2022-08-08 18:12:26,151948,33.8162974,-106.6519706,1485.8,1510.666
525.313,2022-08-08 18:12:27,151949,33.8162993,-106.6519736,1485.962,1510.827
526.286,2022-08-08 18:12:28,151950,33.8163001,-106.6519745,1485.994,1510.86
527.311,2022-08-08 18:12:29,151951,33.8163014,-106.651976,1486.137,1511.003
528.292,2022-08-08 18:12:30,151952,33.816301,-106.6519754,1486.167,1511.033
529.313,2022-08-08 18:12:31,151953,33.8163019,-106.6519767,1486.207,1511.073
530.289,2022-08-08 18:12:32,151954,33.8162999,-106.651974,1486.071,1510.937
531.327,2022-08-08 18:12:33,151955,33.8162982,-106.6519713,1486.013,1510.879
532.286,2022-08-08 18:12:34,151956,33.8162964,-106.651969,1485.864,1510.73
533.314,2022-08-08 18:12:35,151957,33.8162949,-106.6519674,1485.805,1510.67
534.286,2022-08-08 18:12:36,151958,33.8162937,-106.6519659,1485.765,1510.631
535.318,2022-08-08 18:12:37,151959,33.8162924,-106.6519644,1485.765,1510.63
536.31,2022-08-08 18:12:38,151960,33.8162915,-106.651964,1485.601,1510.466
537.285,2022-08-08 18:12:39,151961,33.8162914,-106.6519646,1485.486,1510.352
538.311,2022-08-08 18:12:40,151962,33.8162909,-106.6519644,1485.254,1510.12
539.33,2022-08-08 18:12:41,151963,33.8162913,-106.6519651,1485.06,1509.926
540.296,2022-08-08 18:12:42,151964,33.8162905,-106.6519637,1484.793,1509.659
541.293,2022-08-08 18:12:43,151965,33.8162894,-106.6519622,1484.553,1509.419
542.32,2022-08-08 18:12:44,151966,33.816289,-106.6519615,1484.346,1509.211
543.283,2022-08-08 18:12:45,151967,33.8162888,-106.6519612,1484.15,1509.015
544.311,2022-08-08 18:12:46,151968,33.8162885,-106.6519606,1483.911,1508.777
545.29,2022-08-08 18:12:47,151969,33.8162884,-106.6519603,1483.69,1508.556
546.311,2022-08-08 18:12:48,151970,33.8162875,-106.6519589,1483.438,1508.303
547.306,2022-08-08 18:12:49,151971,33.816287,-106.6519583,1483.228,1508.093
548.312,2022-08-08 18:12:50,151972,33.8162868,-106.6519581,1483.047,1507.913
549.299,2022-08-08 18:12:51,151973,33.8162864,-106.6519576,1482.906,1507.772
550.313,2022-08-08 18:12:52,151974,33.8162853,-106.6519563,1482.648,1507.514
551.297,2022-08-08 18:12:53,151975,33.8162852,-106.6519563,1482.487,1507.353
552.294,2022-08-08 18:12:54,151976,33.8162843,-106.651955,1482.245,1507.111
553.329,2022-08-08 18:12:55,151977,33.8162838,-106.6519542,1482.074,1506.94
554.311,2022-08-08 18:12:56,151978,33.8162836,-106.6519541,1481.932,1506.797
555.29,2022-08-08 18:12:57,151979,33.8162831,-106.6519537,1481.809,1506.675
556.291,2022-08-08 18:12:58,151980,33.8162829,-106.6519534,1481.735,1506.601
557.309,2022-08-08 18:12:59,151981,33.8162826,-106.6519532,1481.669,1506.535
558.292,2022-08-08 18:13:00,151982,33.8162823,-106.6519528,1481.535,1506.4
559.333,2022-08-08 18:13:01,151983,33.8162819,-106.6519525,1481.451,1506.317
560.31,2022-08-08 18:13:02,151984,33.8162819,-106.6519527,1481.355,1506.221
561.289,2022-08-08 18:13:03,151985,33.8162823,-106.6519531,1481.252,1506.118
562.316,2022-08-08 18:13:04,151986,33.8162825,-106.6519533,1481.2,1506.066
563.299,2022-08-08 18:13:05,151987,33.8162829,-106.6519535,1481.174,1506.039
564.287,2022-08-08 18:13:06,151988,33.8162832,-106.6519539,1481.136,1506.001
565.332,2022-08-08 18:13:07,151989,33.8162833,-106.6519541,1481.085,1505.951
566.316,2022-08-08 18:13:08,151990,33.8162828,-106.6519534,1481.009,1505.875
567.315,2022-08-08 18:13:09,151991,33.8162824,-106.6519528,1480.909,1505.775
568.291,2022-08-08 18:13:10,151992,33.8162821,-106.651952,1480.816,1505.682
569.311,2022-08-08 18:13:11,151993,33.8162813,-106.6519504,1480.741,1505.607
570.292,2022-08-08 18:13:12,151994,33.8162805,-106.6519493,1480.586,1505.451
571.326,2022-08-08 18:13:13,151995,33.8162796,-106.6519482,1480.434,1505.299
572.317,2022-08-08 18:13:14,151996,33.8162788,-106.6519469,1480.202,1505.068
573.312,2022-08-08 18:13:15,151997,33.8162776,-106.6519455,1479.999,1504.865
574.295,2022-08-08 18:13:16,151998,33.8162768,-106.6519441,1479.801,1504.667
575.311,2022-08-08 18:13:17,151999,33.8162757,-106.651943,1479.652,1504.517
576.307,2022-08-08 18:13:18,152000,33.8162747,-106.6519423,1479.563,1504.429
577.33,2022-08-08 18:13:19,152001,33.8162744,-106.6519423,1479.48,1504.345
578.311,2022-08-08 18:13:20,152002,33.816274,-106.651942,1479.387,1504.252
579.291,2022-08-08 18:13:21,152003,33.8162736,-106.6519422,1479.372,1504.237
580.312,2022-08-08 18:13:22,152004,33.8162736,-106.6519428,1479.353,1504.218
581.31,2022-08-08 18:13:23,152005,33.8162732,-106.6519425,1479.289,1504.155
582.296,2022-08-08 18:13:24,152006,33.8162728,-106.6519429,1479.286,1504.152
