FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
341.318,2022-08-08 18:09:23,151765,-1520431.95,-5083356.17,3530362.81
342.314,2022-08-08 18:09:24,151766,-1520432.15,-5083356.25,3530362.95
343.321,2022-08-08 18:09:25,151767,-1520432.21,-5083356.31,3530362.96
344.29,2022-08-08 18:09:26,151768,-1520432.38,-5083356.45,3530363.16
345.319,2022-08-08 18:09:27,151769,-1520432.45,-5083356.55,3530363.21
346.289,2022-08-08 18:09:28,151770,-1520432.4,-5083356.74,3530363.17
347.289,2022-08-08 18:09:29,151771,-1520432.32,-5083356.97,3530363.13
348.291,2022-08-08 18:09:30,151772,-1520432.28,-5083357.1,3530363.1
349.318,2022-08-08 18:09:31,151773,-1520432.31,-5083357.23,3530363.11
350.316,2022-08-08 18:09:32,151774,-1520432.37,-5083357.29,3530363.15
351.327,2022-08-08 18:09:33,151775,-1520432.39,-5083357.41,3530363.15
352.314,2022-08-08 18:09:34,151776,-1520432.41,-5083357.46,3530363.15
353.321,2022-08-08 18:09:35,151777,-1520432.43,-5083357.53,3530363.16
354.317,2022-08-08 18:09:36,151778,-1520432.37,-5083357.57,3530363.08
355.314,2022-08-08 18:09:37,151779,-1520432.35,-5083357.61,3530363.07
356.298,2022-08-08 18:09:38,151780,-1520432.34,-5083357.68,3530363.04
357.317,2022-08-08 18:09:39,151781,-1520432.22,-5083357.71,3530362.89
358.318,2022-08-08 18:09:40,151782,-1520432.04,-5083357.72,3530362.68
359.294,2022-08-08 18:09:41,151783,-1520432.03,-5083357.7,3530362.59
360.333,2022-08-08 18:09:42,151784,-1520432.08,-5083357.6,3530362.55
361.288,2022-08-08 18:09:43,151785,-1520432.03,-5083357.59,3530362.46
362.324,2022-08-08 18:09:44,151786,-1520432.01,-5083357.6,3530362.41
363.319,2022-08-08 18:09:45,151787,-1520431.98,-5083357.67,3530362.35
364.333,2022-08-08 18:09:46,151788,-1520432,-5083357.68,3530362.33
365.315,2022-08-08 18:09:47,151789,-1520431.98,-5083357.7,3530362.22
366.321,2022-08-08 18:09:48,151790,-1520431.96,-5083357.78,3530362.16
367.291,2022-08-08 18:09:49,151791,-1520432,-5083357.75,3530362.14
368.314,2022-08-08 18:09:50,151792,-1520431.97,-5083357.78,3530362.11
369.331,2022-08-08 18:09:51,151793,-1520431.88,-5083357.79,3530362.02
370.293,2022-08-08 18:09:52,151794,-1520431.79,-5083357.84,3530361.95
371.296,2022-08-08 18:09:53,151795,-1520431.68,-5083357.9,3530361.87
372.318,2022-08-08 18:09:54,151796.001,-1520431.63,-5083357.94,3530361.81
373.318,2022-08-08 18:09:55,151797,-1520431.58,-5083357.99,3530361.75
374.317,2022-08-08 18:09:56,151798,-1520431.54,-5083357.99,3530361.66
375.299,2022-08-08 18:09:57,151799,-1520431.54,-5083358.01,3530361.63
376.317,2022-08-08 18:09:58,151800,-1520431.36,-5083358.06,3530361.45
377.316,2022-08-08 18:09:59,151801,-1520431.33,-5083358.05,3530361.38
378.312,2022-08-08 18:10:00,151802,-1520431.22,-5083358.1,3530361.26
379.315,2022-08-08 18:10:01,151803,-1520431.03,-5083358.21,3530361.1
380.311,2022-08-08 18:10:02,151804,-1520430.91,-5083358.3,3530360.98
381.328,2022-08-08 18:10:03,151805,-1520430.86,-5083358.36,3530360.95
382.33,2022-08-08 18:10:04,151806,-1520430.73,-5083358.39,3530360.82
383.316,2022-08-08 18:10:05,151807,-1520430.69,-5083358.46,3530360.79
384.291,2022-08-08 18:10:06,151808,-1520430.67,-5083358.48,3530360.79
385.303,2022-08-08 18:10:07,151809,-1520430.67,-5083358.46,3530360.8
386.29,2022-08-08 18:10:08,151810,-1520430.61,-5083358.5,3530360.74
387.315,2022-08-08 18:10:09,151811,-1520430.69,-5083358.5,3530360.83
388.293,2022-08-08 18:10:10,151812,-1520430.59,-5083358.5,3530360.74
389.318,2022-08-08 18:10:11,151813,-1520430.54,-5083358.52,3530360.74
390.317,2022-08-08 18:10:12,151814,-1520430.53,-5083358.46,3530360.72
391.306,2022-08-08 18:10:13,151815,-1520430.44,-5083358.45,3530360.63
392.318,2022-08-08 18:10:14,151816,-1520430.19,-5083358.41,3530360.41
393.286,2022-08-08 18:10:15,151817,-1520429.91,-5083358.4,3530360.14
394.302,2022-08-08 18:10:16,151818,-1520429.58,-5083358.25,3530359.79
395.293,2022-08-08 18:10:17,151819,-1520429.26,-5083358.02,3530359.46
396.32,2022-08-08 18:10:18,151820,-1520428.97,-5083357.96,3530359.17
397.317,2022-08-08 18:10:19,151821,-1520428.68,-5083357.94,3530358.89
398.311,2022-08-08 18:10:20,151822,-1520428.32,-5083357.9,3530358.55
399.312,2022-08-08 18:10:21,151823,-1520428,-5083357.76,3530358.23
400.29,2022-08-08 18:10:22,151824,-1520427.75,-5083357.61,3530357.99
401.287,2022-08-08 18:10:23,151825,-1520427.52,-5083357.49,3530357.78
402.311,2022-08-08 18:10:24,151826,-1520427.38,-5083357.47,3530357.69
403.294,2022-08-08 18:10:25,151827,-1520427.25,-5083357.46,3530357.59
404.283,2022-08-08 18:10:26,151828,-1520427.16,-5083357.45,3530357.55
405.288,2022-08-08 18:10:27,151829,-1520427.02,-5083357.41,3530357.42
406.288,2022-08-08 18:10:28,151830,-1520426.97,-5083357.45,3530357.4
407.287,2022-08-08 18:10:29,151831,-1520426.96,-5083357.5,3530357.45
408.316,2022-08-08 18:10:30,151832,-1520426.92,-5083357.52,3530357.47
409.316,2022-08-08 18:10:31,151833,-1520426.92,-5083357.6,3530357.52
410.288,2022-08-08 18:10:32,151834,-1520426.98,-5083357.68,3530357.62
411.292,2022-08-08 18:10:33,151835,-1520427.08,-5083357.72,3530357.73
412.293,2022-08-08 18:10:34,151836,-1520427.18,-5083357.77,3530357.88
413.329,2022-08-08 18:10:35,151837,-1520427.2,-5083357.9,3530358
414.313,2022-08-08 18:10:36,151838,-1520427.18,-5083358.03,3530358.07
415.292,2022-08-08 18:10:37,151839,-1520427.19,-5083358.11,3530358.13
416.313,2022-08-08 18:10:38,151840,-1520427.11,-5083358.25,3530358.12
417.312,2022-08-08 18:10:39,151841,-1520427.01,-5083358.47,3530358.13
418.315,2022-08-08 18:10:40,151842,-1520426.91,-5083358.6,3530358.11
419.317,2022-08-08 18:10:41,151843,-1520426.91,-5083358.67,3530358.14
420.286,2022-08-08 18:10:42,151844,-1520426.83,-5083358.83,3530358.12
421.31,2022-08-08 18:10:43,151845,-1520426.79,-5083358.9,3530358.1
422.331,2022-08-08 18:10:44,151846,-1520426.66,-5083358.97,3530357.98
423.288,2022-08-08 18:10:45,151847,-1520426.63,-5083358.99,3530357.95
424.312,2022-08-08 18:10:46,151848,-1520426.54,-5083359,3530357.87
425.29,2022-08-08 18:10:47,151849,-1520426.39,-5083359.11,3530357.75
426.311,2022-08-08 18:10:48,151850,-1520426.42,-5083359,3530357.75
427.288,2022-08-08 18:10:49,151851,-1520426.33,-5083359.05,3530357.66
428.309,2022-08-08 18:10:50,151852,-1520426.24,-5083359.13,3530357.55
429.291,2022-08-08 18:10:51,151853,-1520426.24,-5083359.08,3530357.55
430.305,2022-08-08 18:10:52,151854,-1520426.24,-5083359.04,3530357.52
431.289,2022-08-08 18:10:53,151855,-1520426.3,-5083358.96,3530357.58
432.282,2022-08-08 18:10:54,151856,-1520426.3,-5083358.82,3530357.63
433.285,2022-08-08 18:10:55,151857,-1520426.25,-5083358.72,3530357.6
434.312,2022-08-08 18:10:56,151858,-1520426.26,-5083358.63,3530357.59
435.29,2022-08-08 18:10:57,151859,-1520426.26,-5083358.71,3530357.63
436.335,2022-08-08 18:10:58,151860,-1520426.23,-5083358.87,3530357.67
437.294,2022-08-08 18:10:59,151861,-1520426.07,-5083359.08,3530357.61
438.285,2022-08-08 18:11:00,151862,-1520426.01,-5083359.29,3530357.61
439.298,2022-08-08 18:11:01,151863,-1520426.08,-5083359.33,3530357.73
440.291,2022-08-08 18:11:02,151864,-1520426.11,-5083359.3,3530357.8
441.313,2022-08-08 18:11:03,151865,-1520426.2,-5083359.34,3530357.89
442.317,2022-08-08 18:11:04,151866,-1520426.23,-5083359.42,3530357.93
443.327,2022-08-08 18:11:05,151867,-1520426.24,-5083359.46,3530357.92
444.301,2022-08-08 18:11:06,151868,-1520426.22,-5083359.57,3530357.88
445.294,2022-08-08 18:11:07,151869,-1520426.23,-5083359.63,3530357.79
446.32,2022-08-08 18:11:08,151870,-1520426.23,-5083359.74,3530357.74
447.311,2022-08-08 18:11:09,151871,-1520426.21,-5083359.79,3530357.68
448.317,2022-08-08 18:11:10,151872,-1520426.24,-5083359.82,3530357.69
449.318,2022-08-08 18:11:11,151873,-1520426.26,-5083359.85,3530357.69
450.289,2022-08-08 18:11:12,151874,-1520426.27,-5083359.97,3530357.69
451.313,2022-08-08 18:11:13,151875,-1520426.27,-5083359.99,3530357.68
452.298,2022-08-08 18:11:14,151876,-1520426.26,-5083360.11,3530357.65
453.291,2022-08-08 18:11:15,151877,-1520426.25,-5083360.17,3530357.57
454.318,2022-08-08 18:11:16,151878,-1520426.27,-5083360.17,3530357.52
455.294,2022-08-08 18:11:17,151879,-1520426.32,-5083360.09,3530357.51
456.312,2022-08-08 18:11:18,151880,-1520426.45,-5083360.07,3530357.59
457.329,2022-08-08 18:11:19,151881,-1520426.46,-5083360.19,3530357.53
458.332,2022-08-08 18:11:20,151882,-1520426.62,-5083360.16,3530357.59
459.296,2022-08-08 18:11:21,151883,-1520426.82,-5083360.09,3530357.74
460.317,2022-08-08 18:11:22,151884,-1520426.98,-5083360.09,3530357.87
461.299,2022-08-08 18:11:23,151885,-1520426.96,-5083360.32,3530357.87
462.296,2022-08-08 18:11:24,151886,-1520426.96,-5083360.4,3530357.82
463.288,2022-08-08 18:11:25,151887,-1520426.96,-5083360.45,3530357.8
464.331,2022-08-08 18:11:26,151888,-1520426.99,-5083360.38,3530357.78
465.316,2022-08-08 18:11:27,151889,-1520427,-5083360.33,3530357.74
466.292,2022-08-08 18:11:28,151890,-1520426.98,-5083360.35,3530357.68
467.292,2022-08-08 18:11:29,151891,-1520426.92,-5083360.36,3530357.63
468.29,2022-08-08 18:11:30,151892,-1520426.83,-5083360.41,3530357.52
469.31,2022-08-08 18:11:31,151893,-1520426.79,-5083360.42,3530357.44
470.318,2022-08-08 18:11:32,151894,-1520426.81,-5083360.37,3530357.43
471.329,2022-08-08 18:11:33,151895,-1520426.73,-5083360.19,3530357.34
472.287,2022-08-08 18:11:34,151896,-1520426.75,-5083360.07,3530357.36
473.3,2022-08-08 18:11:35,151897,-1520426.69,-5083359.98,3530357.26
474.318,2022-08-08 18:11:36,151898,-1520426.67,-5083359.83,3530357.16
475.317,2022-08-08 18:11:37,151899,-1520426.65,-5083359.69,3530357.08
476.312,2022-08-08 18:11:38,151900,-1520426.65,-5083359.64,3530357.06
477.317,2022-08-08 18:11:39,151901,-1520426.69,-5083359.5,3530357.1
478.295,2022-08-08 18:11:40,151902,-1520426.7,-5083359.38,3530357.07
479.302,2022-08-08 18:11:41,151903,-1520426.73,-5083359.25,3530357.13
480.318,2022-08-08 18:11:42,151904,-1520426.81,-5083359.16,3530357.21
481.328,2022-08-08 18:11:43,151905,-1520426.9,-5083359.06,3530357.29
482.302,2022-08-08 18:11:44,151906,-1520426.89,-5083359.07,3530357.28
483.302,2022-08-08 18:11:45,151907,-1520426.93,-5083358.92,3530357.3
484.329,2022-08-08 18:11:46,151908,-1520427.22,-5083358.58,3530357.59
485.316,2022-08-08 18:11:47,151909.001,-1520427.39,-5083358.34,3530357.74
486.335,2022-08-08 18:11:48,151910,-1520427.4,-5083358.22,3530357.68
487.318,2022-08-08 18:11:49,151911,-1520427.55,-5083358.05,3530357.82
488.292,2022-08-08 18:11:50,151912,-1520427.69,-5083357.9,3530357.9
489.319,2022-08-08 18:11:51,151913,-1520427.9,-5083357.65,3530358.07
490.291,2022-08-08 18:11:52,151914,-1520428.09,-5083357.42,3530358.21
491.313,2022-08-08 18:11:53,151915,-1520428.29,-5083357.12,3530358.35
492.291,2022-08-08 18:11:54,151916,-1520428.6,-5083356.78,3530358.62
493.301,2022-08-08 18:11:55,151917,-1520428.82,-5083356.52,3530358.84
494.311,2022-08-08 18:11:56,151918,-1520429.08,-5083356.19,3530359.14
495.305,2022-08-08 18:11:57,151919,-1520429.47,-5083355.7,3530359.5
496.313,2022-08-08 18:11:58,151920,-1520429.71,-5083355.45,3530359.74
497.294,2022-08-08 18:11:59,151921,-1520429.92,-5083355.2,3530359.92
498.333,2022-08-08 18:12:00,151922,-1520430,-5083355.1,3530359.96
499.314,2022-08-08 18:12:01,151923,-1520430.04,-5083354.92,3530359.98
500.292,2022-08-08 18:12:02,151924,-1520430.21,-5083354.76,3530360.12
501.312,2022-08-08 18:12:03,151925,-1520430.35,-5083354.5,3530360.24
502.311,2022-08-08 18:12:04,151926,-1520430.49,-5083354.26,3530360.33
503.311,2022-08-08 18:12:05,151927,-1520430.65,-5083353.89,3530360.44
504.293,2022-08-08 18:12:06,151928,-1520430.86,-5083353.49,3530360.65
505.287,2022-08-08 18:12:07,151929,-1520431.11,-5083353.18,3530360.84
506.287,2022-08-08 18:12:08,151930,-1520431.36,-5083352.81,3530361.04
507.301,2022-08-08 18:12:09,151931,-1520431.6,-5083352.48,3530361.24
508.33,2022-08-08 18:12:10,151932,-1520431.58,-5083352.21,3530361.19
509.296,2022-08-08 18:12:11,151933,-1520431.73,-5083351.88,3530361.2
510.29,2022-08-08 18:12:12,151934,-1520431.94,-5083351.56,3530361.28
511.313,2022-08-08 18:12:13,151935,-1520432.08,-5083351.35,3530361.31
512.29,2022-08-08 18:12:14,151936,-1520432.19,-5083351.16,3530361.29
513.286,2022-08-08 18:12:15,151937,-1520432.19,-5083350.89,3530361.17
514.292,2022-08-08 18:12:16,151938,-1520432.22,-5083350.64,3530361.07
515.285,2022-08-08 18:12:17,151939,-1520432.3,-5083350.39,3530361.04
516.289,2022-08-08 18:12:18,151940,-1520432.49,-5083350.08,3530361.15
517.296,2022-08-08 18:12:19,151941,-1520432.77,-5083349.72,3530361.33
518.282,2022-08-08 18:12:20,151942,-1520433,-5083349.47,3530361.49
519.311,2022-08-08 18:12:21,151943,-1520433.2,-5083349.27,3530361.68
520.292,2022-08-08 18:12:22,151944,-1520433.28,-5083349.11,3530361.76
521.308,2022-08-08 18:12:23,151945,-1520433.62,-5083348.86,3530362.06
522.293,2022-08-08 18:12:24,151946,-1520433.75,-5083348.67,3530362.16
523.288,2022-08-08 18:12:25,151947,-1520433.83,-5083348.52,3530362.24
524.309,2022-08-08 18:12:26,151948,-1520434.01,-5083348.41,3530362.4
525.313,2022-08-08 18:12:27,151949,-1520434.28,-5083348.35,3530362.66
526.286,2022-08-08 18:12:28,151950,-1520434.35,-5083348.3,3530362.76
527.311,2022-08-08 18:12:29,151951,-1520434.49,-5083348.3,3530362.95
528.292,2022-08-08 18:12:30,151952,-1520434.46,-5083348.37,3530362.93
529.313,2022-08-08 18:12:31,151953,-1520434.56,-5083348.31,3530363.04
530.289,2022-08-08 18:12:32,151954,-1520434.33,-5083348.39,3530362.78
531.327,2022-08-08 18:12:33,151955,-1520434.11,-5083348.52,3530362.59
532.286,2022-08-08 18:12:34,151956,-1520433.9,-5083348.56,3530362.34
533.314,2022-08-08 18:12:35,151957,-1520433.77,-5083348.65,3530362.17
534.286,2022-08-08 18:12:36,151958,-1520433.64,-5083348.73,3530362.04
535.318,2022-08-08 18:12:37,151959,-1520433.54,-5083348.85,3530361.91
536.31,2022-08-08 18:12:38,151960,-1520433.48,-5083348.78,3530361.74
537.285,2022-08-08 18:12:39,151961,-1520433.5,-5083348.68,3530361.67
538.311,2022-08-08 18:12:40,151962,-1520433.44,-5083348.53,3530361.5
539.33,2022-08-08 18:12:41,151963,-1520433.45,-5083348.33,3530361.42
540.296,2022-08-08 18:12:42,151964,-1520433.28,-5083348.2,3530361.2
541.293,2022-08-08 18:12:43,151965,-1520433.11,-5083348.11,3530360.97
542.32,2022-08-08 18:12:44,151966,-1520433,-5083348,3530360.81
543.283,2022-08-08 18:12:45,151967,-1520432.93,-5083347.86,3530360.69
544.311,2022-08-08 18:12:46,151968,-1520432.82,-5083347.7,3530360.52
545.29,2022-08-08 18:12:47,151969,-1520432.75,-5083347.54,3530360.39
546.311,2022-08-08 18:12:48,151970,-1520432.58,-5083347.42,3530360.18
547.306,2022-08-08 18:12:49,151971,-1520432.49,-5083347.3,3530360.01
548.312,2022-08-08 18:12:50,151972,-1520432.43,-5083347.18,3530359.89
549.299,2022-08-08 18:12:51,151973,-1520432.36,-5083347.1,3530359.78
550.313,2022-08-08 18:12:52,151974,-1520432.2,-5083347,3530359.53
551.297,2022-08-08 18:12:53,151975,-1520432.16,-5083346.88,3530359.43
552.294,2022-08-08 18:12:54,151976,-1520432.01,-5083346.77,3530359.21
553.329,2022-08-08 18:12:55,151977,-1520431.9,-5083346.69,3530359.07
554.311,2022-08-08 18:12:56,151978,-1520431.86,-5083346.59,3530358.97
555.29,2022-08-08 18:12:57,151979,-1520431.81,-5083346.53,3530358.86
556.291,2022-08-08 18:12:58,151980,-1520431.77,-5083346.49,3530358.8
557.309,2022-08-08 18:12:59,151981,-1520431.74,-5083346.46,3530358.74
558.292,2022-08-08 18:13:00,151982,-1520431.68,-5083346.38,3530358.63
559.333,2022-08-08 18:13:01,151983,-1520431.64,-5083346.35,3530358.55
560.31,2022-08-08 18:13:02,151984,-1520431.64,-5083346.27,3530358.5
561.289,2022-08-08 18:13:03,151985,-1520431.64,-5083346.15,3530358.47
562.316,2022-08-08 18:13:04,151986,-1520431.64,-5083346.09,3530358.47
563.299,2022-08-08 18:13:05,151987,-1520431.65,-5083346.04,3530358.48
564.287,2022-08-08 18:13:06,151988,-1520431.66,-5083345.98,3530358.49
565.332,2022-08-08 18:13:07,151989,-1520431.67,-5083345.93,3530358.48
566.316,2022-08-08 18:13:08,151990,-1520431.59,-5083345.92,3530358.39
567.315,2022-08-08 18:13:09,151991,-1520431.52,-5083345.88,3530358.3
568.291,2022-08-08 18:13:10,151992,-1520431.44,-5083345.84,3530358.22
569.311,2022-08-08 18:13:11,151993,-1520431.29,-5083345.87,3530358.1
570.292,2022-08-08 18:13:12,151994,-1520431.17,-5083345.83,3530357.94
571.326,2022-08-08 18:13:13,151995,-1520431.05,-5083345.79,3530357.78
572.317,2022-08-08 18:13:14,151996,-1520430.9,-5083345.69,3530357.56
573.312,2022-08-08 18:13:15,151997,-1520430.75,-5083345.63,3530357.35
574.295,2022-08-08 18:13:16,151998,-1520430.6,-5083345.56,3530357.16
575.311,2022-08-08 18:13:17,151999,-1520430.48,-5083345.53,3530356.98
576.307,2022-08-08 18:13:18,152000,-1520430.41,-5083345.54,3530356.83
577.33,2022-08-08 18:13:19,152001,-1520430.4,-5083345.49,3530356.76
578.311,2022-08-08 18:13:20,152002,-1520430.36,-5083345.45,3530356.67
579.291,2022-08-08 18:13:21,152003,-1520430.38,-5083345.46,3530356.62
580.312,2022-08-08 18:13:22,152004,-1520430.43,-5083345.43,3530356.62
581.31,2022-08-08 18:13:23,152005,-1520430.4,-5083345.41,3530356.54
582.296,2022-08-08 18:13:24,152006,-1520430.43,-5083345.42,3530356.51
583.315,2022-08-08 18:13:25,152007,-1520430.38,-5083345.36,3530356.38
584.312,2022-08-08 18:13:26,152008,-1520430.3,-5083345.34,3530356.25
585.291,2022-08-08 18:13:27,152009,-1520430.26,-5083345.26,3530356.18
586.307,2022-08-08 18:13:28,152010,-1520430.26,-5083345.28,3530356.15
587.313,2022-08-08 18:13:29,152011,-1520430.26,-5083345.3,3530356.09
588.288,2022-08-08 18:13:30,152012,-1520430.27,-5083345.38,3530356.05
589.327,2022-08-08 18:13:31,152013,-1520430.27,-5083345.45,3530356.01
590.288,2022-08-08 18:13:32,152014,-1520430.32,-5083345.54,3530356.03
591.31,2022-08-08 18:13:33,152015,-1520430.4,-5083345.6,3530356.07
592.289,2022-08-08 18:13:34,152016,-1520430.47,-5083345.62,3530356.08
593.312,2022-08-08 18:13:35,152017,-1520430.51,-5083345.66,3530356.07
594.286,2022-08-08 18:13:36,152018,-1520430.54,-5083345.75,3530356.04
595.308,2022-08-08 18:13:37,152019,-1520430.59,-5083345.9,3530356.05
596.31,2022-08-08 18:13:38,152020,-1520430.6,-5083345.94,3530356.05
597.284,2022-08-08 18:13:39,152021,-1520430.56,-5083345.97,3530356
598.287,2022-08-08 18:13:40,152022,-1520430.51,-5083346.04,3530355.94
599.282,2022-08-08 18:13:41,152023.001,-1520430.45,-5083346.22,3530355.86
600.312,2022-08-08 18:13:42,152024,-1520430.41,-5083346.24,3530355.83
601.288,2022-08-08 18:13:43,152025,-1520430.44,-5083346.37,3530355.89
602.301,2022-08-08 18:13:44,152026,-1520430.49,-5083346.42,3530355.92
603.292,2022-08-08 18:13:45,152027,-1520430.52,-5083346.45,3530355.93
604.309,2022-08-08 18:13:46,152028,-1520430.57,-5083346.63,3530355.98
605.293,2022-08-08 18:13:47,152029,-1520430.48,-5083346.77,3530355.91
606.314,2022-08-08 18:13:48,152030,-1520430.4,-5083346.87,3530355.84
607.291,2022-08-08 18:13:49,152031,-1520430.41,-5083346.99,3530355.82
608.31,2022-08-08 18:13:50,152032,-1520430.41,-5083347.02,3530355.78
609.29,2022-08-08 18:13:51,152033,-1520430.36,-5083347.18,3530355.72
610.288,2022-08-08 18:13:52,152034,-1520430.3,-5083347.38,3530355.67
611.288,2022-08-08 18:13:53,152035,-1520430.35,-5083347.43,3530355.71
612.308,2022-08-08 18:13:54,152036,-1520430.46,-5083347.49,3530355.86
613.328,2022-08-08 18:13:55,152037,-1520430.56,-5083347.54,3530355.99
614.329,2022-08-08 18:13:56,152038,-1520430.51,-5083347.66,3530355.96
615.315,2022-08-08 18:13:57,152039,-1520430.71,-5083347.62,3530356.19
616.288,2022-08-08 18:13:58,152040,-1520430.76,-5083347.7,3530356.28
617.314,2022-08-08 18:13:59,152041,-1520430.85,-5083347.81,3530356.42
618.291,2022-08-08 18:14:00,152042,-1520430.91,-5083348.02,3530356.5
619.287,2022-08-08 18:14:01,152043,-1520430.95,-5083348.16,3530356.56
620.311,2022-08-08 18:14:02,152044,-1520431.07,-5083348.25,3530356.72
621.312,2022-08-08 18:14:03,152045,-1520431.11,-5083348.32,3530356.78
622.301,2022-08-08 18:14:04,152046,-1520431.11,-5083348.48,3530356.8
623.317,2022-08-08 18:14:05,152047,-1520431.22,-5083348.58,3530356.94
624.296,2022-08-08 18:14:06,152048,-1520431.19,-5083348.66,3530356.96
625.279,2022-08-08 18:14:07,152049,-1520431.32,-5083348.74,3530357.14
626.31,2022-08-08 18:14:08,152050,-1520431.48,-5083348.79,3530357.34
627.326,2022-08-08 18:14:09,152051,-1520431.46,-5083348.91,3530357.3
628.295,2022-08-08 18:14:10,152052,-1520431.59,-5083348.99,3530357.46
629.286,2022-08-08 18:14:11,152053,-1520431.6,-5083349.07,3530357.52
630.332,2022-08-08 18:14:12,152054,-1520431.73,-5083349.03,3530357.69
631.284,2022-08-08 18:14:13,152055,-1520431.81,-5083349.08,3530357.79
632.313,2022-08-08 18:14:14,152056,-1520431.96,-5083349.14,3530358
633.314,2022-08-08 18:14:15,152057,-1520432.18,-5083349.19,3530358.25
634.29,2022-08-08 18:14:16,152058,-1520432.4,-5083349.18,3530358.49
635.31,2022-08-08 18:14:17,152059,-1520432.53,-5083349.21,3530358.66
636.296,2022-08-08 18:14:18,152060,-1520432.57,-5083349.25,3530358.71
637.316,2022-08-08 18:14:19,152061,-1520432.53,-5083349.38,3530358.7
638.31,2022-08-08 18:14:20,152062,-1520432.44,-5083349.49,3530358.64
639.286,2022-08-08 18:14:21,152063,-1520432.23,-5083349.59,3530358.43
