FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
7930.205,2022-08-08 20:15:52,159354,-1520437.26,-5083363.8,3530362.31
7931.198,2022-08-08 20:15:53,159355,-1520437.25,-5083363.86,3530362.3
7932.204,2022-08-08 20:15:54,159356,-1520437.21,-5083363.84,3530362.24
7933.204,2022-08-08 20:15:55,159357,-1520437.14,-5083363.79,3530362.14
7934.209,2022-08-08 20:15:56,159358,-1520437.07,-5083363.8,3530362.08
7935.233,2022-08-08 20:15:57,159359,-1520437.04,-5083363.82,3530362.05
7936.222,2022-08-08 20:15:58,159360,-1520437.02,-5083363.87,3530362.06
7937.24,2022-08-08 20:15:59,159361,-1520436.98,-5083363.88,3530362.05
7938.239,2022-08-08 20:16:00,159362,-1520436.88,-5083363.8,3530361.99
7939.217,2022-08-08 20:16:01,159363,-1520436.83,-5083363.81,3530362.03
7940.241,2022-08-08 20:16:02,159364,-1520436.74,-5083363.78,3530361.99
7941.231,2022-08-08 20:16:03,159365,-1520436.64,-5083363.75,3530361.93
7942.211,2022-08-08 20:16:04,159366,-1520436.5,-5083363.68,3530361.82
7943.218,2022-08-08 20:16:05,159367,-1520436.34,-5083363.57,3530361.64
7944.254,2022-08-08 20:16:06,159368,-1520436.18,-5083363.37,3530361.4
7945.239,2022-08-08 20:16:07,159369,-1520436,-5083363.18,3530361.14
7946.216,2022-08-08 20:16:08,159370,-1520435.89,-5083363,3530360.95
7947.231,2022-08-08 20:16:09,159371,-1520435.77,-5083362.8,3530360.72
7948.213,2022-08-08 20:16:10,159372,-1520435.66,-5083362.57,3530360.46
7949.24,2022-08-08 20:16:11,159373,-1520435.59,-5083362.45,3530360.3
7950.238,2022-08-08 20:16:12,159374,-1520435.44,-5083362.3,3530360.06
7951.239,2022-08-08 20:16:13,159375,-1520435.29,-5083362.15,3530359.83
7952.242,2022-08-08 20:16:14,159376,-1520435.15,-5083362.01,3530359.61
7953.225,2022-08-08 20:16:15,159377,-1520434.9,-5083361.93,3530359.33
7954.209,2022-08-08 20:16:16,159378,-1520434.73,-5083361.91,3530359.12
7955.223,2022-08-08 20:16:17,159379,-1520434.63,-5083361.76,3530358.93
7956.204,2022-08-08 20:16:18,159380,-1520434.55,-5083361.59,3530358.72
7957.223,2022-08-08 20:16:19,159381,-1520434.49,-5083361.44,3530358.55
7958.226,2022-08-08 20:16:20,159382,-1520434.43,-5083361.33,3530358.42
7959.202,2022-08-08 20:16:21,159383,-1520434.38,-5083361.2,3530358.28
7960.226,2022-08-08 20:16:22,159384,-1520434.3,-5083361.1,3530358.13
7961.222,2022-08-08 20:16:23,159385,-1520434.22,-5083361,3530357.98
7962.203,2022-08-08 20:16:24,159386,-1520434.16,-5083360.86,3530357.83
7963.206,2022-08-08 20:16:25,159387,-1520434.14,-5083360.78,3530357.71
7964.224,2022-08-08 20:16:26,159388,-1520434.1,-5083360.73,3530357.62
7965.24,2022-08-08 20:16:27,159389,-1520434.04,-5083360.68,3530357.51
7966.203,2022-08-08 20:16:28,159390,-1520433.98,-5083360.67,3530357.39
7967.203,2022-08-08 20:16:29,159391,-1520433.94,-5083360.66,3530357.32
7968.207,2022-08-08 20:16:30,159392,-1520433.91,-5083360.66,3530357.24
7969.224,2022-08-08 20:16:31,159393,-1520433.87,-5083360.57,3530357.08
7970.241,2022-08-08 20:16:32,159394,-1520433.84,-5083360.58,3530357.02
7971.226,2022-08-08 20:16:33,159395,-1520433.77,-5083360.49,3530356.87
7972.204,2022-08-08 20:16:34,159396,-1520433.72,-5083360.51,3530356.78
7973.227,2022-08-08 20:16:35,159397,-1520433.66,-5083360.45,3530356.64
7974.237,2022-08-08 20:16:36,159398,-1520433.65,-5083360.5,3530356.59
7975.209,2022-08-08 20:16:37,159399,-1520433.66,-5083360.54,3530356.6
7976.224,2022-08-08 20:16:38,159400,-1520433.63,-5083360.6,3530356.57
7977.23,2022-08-08 20:16:39,159401,-1520433.62,-5083360.59,3530356.51
7978.236,2022-08-08 20:16:40,159402,-1520433.6,-5083360.63,3530356.51
7979.216,2022-08-08 20:16:41,159403,-1520433.74,-5083360.69,3530356.66
7980.237,2022-08-08 20:16:42,159404,-1520433.95,-5083360.67,3530356.81
7981.214,2022-08-08 20:16:43,159405,-1520434.16,-5083360.6,3530356.9
7982.215,2022-08-08 20:16:44,159406,-1520434.33,-5083360.49,3530356.97
7983.206,2022-08-08 20:16:45,159407,-1520434.42,-5083360.31,3530356.96
7984.22,2022-08-08 20:16:46,159408,-1520434.5,-5083360.23,3530357.01
7985.211,2022-08-08 20:16:47,159409,-1520434.6,-5083360.12,3530357.05
7986.239,2022-08-08 20:16:48,159410,-1520434.79,-5083360.02,3530357.11
7987.212,2022-08-08 20:16:49,159411,-1520434.9,-5083359.89,3530357.1
7988.238,2022-08-08 20:16:50,159412,-1520435.02,-5083359.77,3530357.12
7989.232,2022-08-08 20:16:51,159413,-1520435.14,-5083359.7,3530357.21
7990.24,2022-08-08 20:16:52,159414,-1520435.27,-5083359.66,3530357.31
7991.217,2022-08-08 20:16:53,159415,-1520435.39,-5083359.57,3530357.38
7992.22,2022-08-08 20:16:54,159416,-1520435.49,-5083359.41,3530357.42
7993.238,2022-08-08 20:16:55,159417,-1520435.64,-5083359.2,3530357.44
7994.236,2022-08-08 20:16:56,159418,-1520435.77,-5083359.13,3530357.58
7995.239,2022-08-08 20:16:57,159419,-1520435.91,-5083358.98,3530357.69
7996.254,2022-08-08 20:16:58,159420,-1520436.05,-5083358.89,3530357.81
7997.241,2022-08-08 20:16:59,159421,-1520436.27,-5083358.73,3530357.9
7998.207,2022-08-08 20:17:00,159422,-1520436.44,-5083358.54,3530357.93
7999.24,2022-08-08 20:17:01,159423,-1520436.61,-5083358.41,3530358.01
8000.233,2022-08-08 20:17:02,159424,-1520436.81,-5083358.3,3530358.15
8001.213,2022-08-08 20:17:03,159425,-1520436.9,-5083358.07,3530358.08
8002.214,2022-08-08 20:17:04,159426,-1520437.03,-5083357.85,3530358.09
8003.215,2022-08-08 20:17:05,159427,-1520437.16,-5083357.58,3530358.12
8004.239,2022-08-08 20:17:06,159428,-1520437.28,-5083357.42,3530358.1
8005.237,2022-08-08 20:17:07,159429,-1520437.38,-5083357.28,3530358.1
8006.236,2022-08-08 20:17:08,159430,-1520437.47,-5083357.06,3530358.01
8007.231,2022-08-08 20:17:09,159431,-1520437.55,-5083356.85,3530357.95
8008.219,2022-08-08 20:17:10,159432,-1520437.63,-5083356.66,3530357.91
8009.208,2022-08-08 20:17:11,159433,-1520437.67,-5083356.45,3530357.83
8010.214,2022-08-08 20:17:12,159434,-1520437.72,-5083356.24,3530357.76
8011.237,2022-08-08 20:17:13,159435,-1520437.78,-5083356.07,3530357.72
8012.237,2022-08-08 20:17:14,159436,-1520437.81,-5083355.86,3530357.65
8013.231,2022-08-08 20:17:15,159437,-1520437.79,-5083355.63,3530357.53
8014.239,2022-08-08 20:17:16,159438,-1520437.74,-5083355.48,3530357.44
8015.238,2022-08-08 20:17:17,159439,-1520437.53,-5083355.5,3530357.28
8016.219,2022-08-08 20:17:18,159440,-1520437.32,-5083355.47,3530357.11
8017.22,2022-08-08 20:17:19,159441,-1520437.12,-5083355.43,3530356.97
8018.213,2022-08-08 20:17:20,159442,-1520436.96,-5083355.32,3530356.84
8019.24,2022-08-08 20:17:21,159443,-1520436.85,-5083355.26,3530356.79
8020.234,2022-08-08 20:17:22,159444,-1520436.73,-5083355.19,3530356.72
8021.236,2022-08-08 20:17:23,159445,-1520436.6,-5083355.13,3530356.66
8022.24,2022-08-08 20:17:24,159446,-1520436.56,-5083355.1,3530356.66
8023.24,2022-08-08 20:17:25,159447,-1520436.48,-5083355.05,3530356.65
8024.226,2022-08-08 20:17:26,159448,-1520436.39,-5083355.01,3530356.61
8025.202,2022-08-08 20:17:27,159449,-1520436.28,-5083354.93,3530356.58
8026.223,2022-08-08 20:17:28,159450,-1520436.18,-5083354.88,3530356.54
8027.223,2022-08-08 20:17:29,159451,-1520436.11,-5083354.83,3530356.53
8028.205,2022-08-08 20:17:30,159452,-1520435.99,-5083354.74,3530356.47
8029.23,2022-08-08 20:17:31,159453,-1520435.97,-5083354.61,3530356.45
8030.225,2022-08-08 20:17:32,159454,-1520435.95,-5083354.5,3530356.46
8031.224,2022-08-08 20:17:33,159455.001,-1520435.91,-5083354.5,3530356.48
8032.201,2022-08-08 20:17:34,159456,-1520435.81,-5083354.42,3530356.43
8033.203,2022-08-08 20:17:35,159457,-1520435.72,-5083354.31,3530356.36
8034.192,2022-08-08 20:17:36,159458,-1520435.57,-5083354.42,3530356.3
8035.223,2022-08-08 20:17:37,159459,-1520435.48,-5083354.33,3530356.27
8036.243,2022-08-08 20:17:38,159460,-1520435.53,-5083354.23,3530356.39
8037.202,2022-08-08 20:17:39,159461,-1520435.49,-5083354.04,3530356.33
8038.193,2022-08-08 20:17:40,159462,-1520435.42,-5083353.92,3530356.28
8039.193,2022-08-08 20:17:41,159463,-1520435.37,-5083353.9,3530356.3
8040.225,2022-08-08 20:17:42,159464,-1520435.3,-5083353.84,3530356.34
8041.201,2022-08-08 20:17:43,159465,-1520435.15,-5083353.69,3530356.28
8042.203,2022-08-08 20:17:44,159466,-1520435.07,-5083353.52,3530356.25
8043.24,2022-08-08 20:17:45,159467,-1520435.04,-5083353.3,3530356.21
8044.235,2022-08-08 20:17:46,159468,-1520434.85,-5083353.32,3530356.39
8045.233,2022-08-08 20:17:47,159469,-1520434.76,-5083353.29,3530356.44
8046.206,2022-08-08 20:17:48,159470,-1520434.63,-5083353.34,3530356.48
8047.25,2022-08-08 20:17:49,159471,-1520434.55,-5083353.24,3530356.48
8048.237,2022-08-08 20:17:50,159472,-1520434.46,-5083353.16,3530356.46
8049.258,2022-08-08 20:17:51,159473,-1520434.25,-5083353.06,3530356.43
8050.235,2022-08-08 20:17:52,159474,-1520433.87,-5083353.18,3530356.52
8051.231,2022-08-08 20:17:53,159475,-1520433.46,-5083353.22,3530356.71
8052.209,2022-08-08 20:17:54,159476,-1520433.13,-5083353.24,3530356.84
8053.211,2022-08-08 20:17:55,159477,-1520432.71,-5083353.22,3530356.88
8054.217,2022-08-08 20:17:56,159478,-1520432.15,-5083353.15,3530356.81
8055.23,2022-08-08 20:17:57,159479,-1520431.8,-5083353.12,3530356.9
8056.238,2022-08-08 20:17:58,159480,-1520431.83,-5083353.1,3530357.09
8057.209,2022-08-08 20:17:59,159481,-1520431.74,-5083352.93,3530357.15
8058.22,2022-08-08 20:18:00,159482,-1520431.56,-5083352.83,3530357.19
8059.237,2022-08-08 20:18:01,159483,-1520431.47,-5083352.7,3530357.27
8060.238,2022-08-08 20:18:02,159484,-1520431.32,-5083352.54,3530357.27
8061.213,2022-08-08 20:18:03,159485,-1520431.17,-5083352.51,3530357.26
8062.215,2022-08-08 20:18:04,159486,-1520430.7,-5083352.51,3530357.06
8063.238,2022-08-08 20:18:05,159487,-1520430.37,-5083352.49,3530356.87
8064.239,2022-08-08 20:18:06,159488,-1520430.14,-5083352.47,3530356.66
8065.231,2022-08-08 20:18:07,159489,-1520429.93,-5083352.53,3530356.52
8066.221,2022-08-08 20:18:08,159490,-1520429.83,-5083352.59,3530356.42
8067.224,2022-08-08 20:18:09,159491,-1520429.63,-5083352.61,3530356.39
8068.242,2022-08-08 20:18:10,159492,-1520429.56,-5083352.67,3530356.36
8069.225,2022-08-08 20:18:11,159493,-1520429.52,-5083352.81,3530356.39
8070.225,2022-08-08 20:18:12,159494,-1520429.41,-5083352.79,3530356.35
8071.202,2022-08-08 20:18:13,159495,-1520429.34,-5083352.77,3530356.33
8072.226,2022-08-08 20:18:14,159496,-1520429.26,-5083352.8,3530356.36
8073.223,2022-08-08 20:18:15,159497,-1520429.21,-5083352.84,3530356.43
8075.048,2022-08-08 20:18:17,159498,-1520429.13,-5083352.81,3530356.51
8075.305,2022-08-08 20:18:17,159499,-1520429.06,-5083352.85,3530356.64
8076.208,2022-08-08 20:18:18,159500,-1520429,-5083352.78,3530356.76
8077.208,2022-08-08 20:18:19,159501,-1520428.94,-5083352.67,3530356.87
8078.193,2022-08-08 20:18:20,159502,-1520428.81,-5083352.58,3530356.96
8079.24,2022-08-08 20:18:21,159503,-1520428.84,-5083352.63,3530357.25
8080.204,2022-08-08 20:18:22,159504,-1520428.81,-5083352.63,3530357.44
8081.241,2022-08-08 20:18:23,159505,-1520428.81,-5083352.76,3530357.78
8082.224,2022-08-08 20:18:24,159506,-1520428.76,-5083352.76,3530357.99
8083.2,2022-08-08 20:18:25,159507,-1520428.81,-5083352.76,3530358.25
8084.223,2022-08-08 20:18:26,159508,-1520428.86,-5083352.66,3530358.44
8085.225,2022-08-08 20:18:27,159509,-1520428.91,-5083352.59,3530358.66
8086.224,2022-08-08 20:18:28,159510,-1520428.91,-5083352.54,3530358.89
8087.202,2022-08-08 20:18:29,159511,-1520428.94,-5083352.53,3530359.18
8088.195,2022-08-08 20:18:30,159512,-1520428.94,-5083352.44,3530359.42
8089.225,2022-08-08 20:18:31,159513,-1520428.96,-5083352.43,3530359.77
8090.209,2022-08-08 20:18:32,159514,-1520428.95,-5083352.34,3530359.99
8091.218,2022-08-08 20:18:33,159515,-1520429.02,-5083352.21,3530360.22
8092.202,2022-08-08 20:18:34,159516,-1520429.06,-5083351.98,3530360.34
8093.202,2022-08-08 20:18:35,159517,-1520429.09,-5083351.84,3530360.46
8094.203,2022-08-08 20:18:36,159518,-1520429.11,-5083351.67,3530360.58
8095.223,2022-08-08 20:18:37,159519,-1520429.08,-5083351.46,3530360.64
8096.196,2022-08-08 20:18:38,159520,-1520429.18,-5083351.23,3530360.78
8097.227,2022-08-08 20:18:39,159521,-1520429.26,-5083351.08,3530360.93
8098.226,2022-08-08 20:18:40,159522,-1520429.34,-5083350.87,3530361.04
8099.228,2022-08-08 20:18:41,159523,-1520429.43,-5083350.7,3530361.17
8100.226,2022-08-08 20:18:42,159524,-1520429.52,-5083350.48,3530361.23
8101.196,2022-08-08 20:18:43,159525,-1520429.56,-5083350.31,3530361.32
8102.223,2022-08-08 20:18:44,159526,-1520429.56,-5083350.2,3530361.41
8103.217,2022-08-08 20:18:45,159527,-1520429.55,-5083349.93,3530361.44
8104.235,2022-08-08 20:18:46,159528,-1520429.58,-5083349.79,3530361.54
8105.241,2022-08-08 20:18:47,159529,-1520429.6,-5083349.72,3530361.66
8106.208,2022-08-08 20:18:48,159530,-1520429.62,-5083349.61,3530361.73
8107.215,2022-08-08 20:18:49,159531,-1520429.62,-5083349.53,3530361.84
8108.241,2022-08-08 20:18:50,159532,-1520429.6,-5083349.48,3530361.95
8109.233,2022-08-08 20:18:51,159533,-1520429.61,-5083349.39,3530362.06
8110.239,2022-08-08 20:18:52,159534,-1520429.57,-5083349.31,3530362.13
8111.25,2022-08-08 20:18:53,159535,-1520429.53,-5083349.34,3530362.32
8112.237,2022-08-08 20:18:54,159536,-1520429.45,-5083349.23,3530362.39
8113.236,2022-08-08 20:18:55,159537,-1520429.44,-5083349.17,3530362.52
8114.236,2022-08-08 20:18:56,159538,-1520429.48,-5083349.16,3530362.63
8115.237,2022-08-08 20:18:57,159539,-1520429.57,-5083349.19,3530362.75
8116.241,2022-08-08 20:18:58,159540,-1520429.6,-5083349.08,3530362.82
8117.235,2022-08-08 20:18:59,159541,-1520429.7,-5083348.89,3530362.98
8118.215,2022-08-08 20:19:00,159542,-1520429.78,-5083348.88,3530363.21
8119.235,2022-08-08 20:19:01,159543,-1520429.91,-5083348.62,3530363.45
8120.23,2022-08-08 20:19:02,159544,-1520430.18,-5083348.59,3530363.59
8121.209,2022-08-08 20:19:03,159545,-1520430.42,-5083348.71,3530363.68
8122.24,2022-08-08 20:19:04,159546,-1520430.61,-5083349.13,3530363.77
8123.238,2022-08-08 20:19:05,159547,-1520430.63,-5083349.07,3530363.79
8124.238,2022-08-08 20:19:06,159548,-1520430.76,-5083348.87,3530363.93
8125.236,2022-08-08 20:19:07,159549,-1520430.95,-5083348.95,3530364.01
8126.218,2022-08-08 20:19:08,159550,-1520431.07,-5083348.88,3530364.05
8127.238,2022-08-08 20:19:09,159551,-1520431.2,-5083348.88,3530364.13
8128.197,2022-08-08 20:19:10,159552,-1520431.23,-5083348.73,3530364.15
8129.2,2022-08-08 20:19:11,159553,-1520431.25,-5083348.94,3530364.19
8130.221,2022-08-08 20:19:12,159554,-1520431.34,-5083349.37,3530364.25
8131.221,2022-08-08 20:19:13,159555,-1520431.43,-5083349.43,3530364.34
8132.204,2022-08-08 20:19:14,159556,-1520431.53,-5083349.48,3530364.45
8133.241,2022-08-08 20:19:15,159557,-1520431.66,-5083349.74,3530364.62
8134.196,2022-08-08 20:19:16,159558,-1520431.71,-5083349.74,3530364.61
8135.209,2022-08-08 20:19:17,159559,-1520431.78,-5083349.64,3530364.64
8136.194,2022-08-08 20:19:18,159560,-1520431.83,-5083349.87,3530364.73
8137.197,2022-08-08 20:19:19,159561,-1520431.94,-5083350,3530364.76
8138.227,2022-08-08 20:19:20,159562,-1520432.04,-5083350.11,3530364.81
8139.207,2022-08-08 20:19:21,159563.001,-1520432.09,-5083350.26,3530364.78
8140.222,2022-08-08 20:19:22,159564,-1520432.16,-5083350.41,3530364.89
8141.207,2022-08-08 20:19:23,159565,-1520432.21,-5083350.49,3530364.95
8142.207,2022-08-08 20:19:24,159566,-1520432.22,-5083350.47,3530364.96
8143.221,2022-08-08 20:19:25,159567,-1520432.28,-5083350.53,3530365.01
8144.194,2022-08-08 20:19:26,159568,-1520432.32,-5083350.75,3530365.03
8145.221,2022-08-08 20:19:27,159569,-1520432.42,-5083350.92,3530365.12
8146.221,2022-08-08 20:19:28,159570,-1520432.48,-5083350.98,3530365.19
8147.202,2022-08-08 20:19:29,159571,-1520432.53,-5083350.77,3530365.25
8148.223,2022-08-08 20:19:30,159572,-1520432.6,-5083351.45,3530365.26
8149.223,2022-08-08 20:19:31,159573,-1520432.53,-5083351.39,3530365.21
8150.205,2022-08-08 20:19:32,159574,-1520432.52,-5083351.18,3530365.14
8151.208,2022-08-08 20:19:33,159575,-1520432.41,-5083350.87,3530365.04
8152.247,2022-08-08 20:19:34,159576,-1520432.37,-5083350.83,3530365.08
8153.23,2022-08-08 20:19:35,159577,-1520432.33,-5083350.73,3530365.07
8154.217,2022-08-08 20:19:36,159578,-1520432.31,-5083350.82,3530364.98
8155.211,2022-08-08 20:19:37,159579,-1520432.31,-5083350.86,3530364.91
8156.206,2022-08-08 20:19:38,159580,-1520432.31,-5083350.73,3530364.88
8157.209,2022-08-08 20:19:39,159581,-1520432.32,-5083350.78,3530364.83
8158.238,2022-08-08 20:19:40,159582,-1520432.31,-5083350.8,3530364.77
8159.212,2022-08-08 20:19:41,159583,-1520432.33,-5083350.76,3530364.79
8160.22,2022-08-08 20:19:42,159584,-1520432.35,-5083350.84,3530364.76
8161.212,2022-08-08 20:19:43,159585,-1520432.33,-5083350.86,3530364.74
8162.236,2022-08-08 20:19:44,159586,-1520432.38,-5083351.12,3530364.85
8163.238,2022-08-08 20:19:45,159587,-1520432.47,-5083351.39,3530364.98
8164.239,2022-08-08 20:19:46,159588,-1520432.53,-5083351.56,3530365.03
8165.208,2022-08-08 20:19:47,159589,-1520432.55,-5083351.64,3530365.09
8166.253,2022-08-08 20:19:48,159590,-1520432.55,-5083351.88,3530365.06
8167.211,2022-08-08 20:19:49,159591,-1520432.61,-5083352.04,3530365.1
8168.212,2022-08-08 20:19:50,159592,-1520432.69,-5083352.16,3530365.16
8169.212,2022-08-08 20:19:51,159593,-1520432.73,-5083352.23,3530365.18
8170.237,2022-08-08 20:19:52,159594,-1520432.8,-5083352.2,3530365.22
8171.209,2022-08-08 20:19:53,159595,-1520432.85,-5083352.4,3530365.21
8172.207,2022-08-08 20:19:54,159596,-1520432.88,-5083352.38,3530365.19
8173.234,2022-08-08 20:19:55,159597,-1520432.9,-5083352.24,3530365.11
8174.216,2022-08-08 20:19:56,159598,-1520432.92,-5083352.23,3530365.04
8175.214,2022-08-08 20:19:57,159599,-1520432.98,-5083352.02,3530365.05
8176.213,2022-08-08 20:19:58,159600,-1520433.03,-5083351.81,3530365.08
8177.237,2022-08-08 20:19:59,159601,-1520433.07,-5083351.7,3530365.11
8178.217,2022-08-08 20:20:00,159602,-1520433.11,-5083351.52,3530365.14
8179.235,2022-08-08 20:20:01,159603,-1520433.13,-5083351.4,3530365.13
8180.233,2022-08-08 20:20:02,159604,-1520433.14,-5083351.32,3530365.12
8181.209,2022-08-08 20:20:03,159605,-1520433.13,-5083351.2,3530365.06
8182.212,2022-08-08 20:20:04,159606,-1520433.12,-5083351,3530364.97
8183.21,2022-08-08 20:20:05,159607,-1520433.12,-5083350.96,3530364.9
8184.213,2022-08-08 20:20:06,159608,-1520433.05,-5083350.58,3530364.8
8185.21,2022-08-08 20:20:07,159609,-1520433.07,-5083350.46,3530364.76
8186.233,2022-08-08 20:20:08,159610,-1520433.08,-5083350.44,3530364.72
8187.239,2022-08-08 20:20:09,159611,-1520433.07,-5083350.35,3530364.64
8188.208,2022-08-08 20:20:10,159612,-1520433.06,-5083350.24,3530364.53
8189.236,2022-08-08 20:20:11,159613,-1520433.09,-5083350.07,3530364.53
8190.212,2022-08-08 20:20:12,159614,-1520433.11,-5083349.84,3530364.46
8191.25,2022-08-08 20:20:13,159615,-1520433.15,-5083349.73,3530364.41
8192.206,2022-08-08 20:20:14,159616,-1520433.17,-5083349.62,3530364.38
8193.231,2022-08-08 20:20:15,159617,-1520433.23,-5083349.66,3530364.43
8194.251,2022-08-08 20:20:16,159618,-1520433.21,-5083349.67,3530364.42
8195.233,2022-08-08 20:20:17,159619,-1520433.23,-5083349.63,3530364.39
8196.236,2022-08-08 20:20:18,159620,-1520433.42,-5083349.09,3530364.46
8197.236,2022-08-08 20:20:19,159621,-1520433.45,-5083348.82,3530364.39
8198.215,2022-08-08 20:20:20,159622,-1520433.57,-5083348.77,3530364.43
8199.239,2022-08-08 20:20:21,159623,-1520433.68,-5083348.8,3530364.48
8200.206,2022-08-08 20:20:22,159624,-1520433.73,-5083348.96,3530364.47
8201.236,2022-08-08 20:20:23,159625,-1520433.75,-5083349.16,3530364.47
8202.208,2022-08-08 20:20:24,159626,-1520433.81,-5083349.33,3530364.45
8203.236,2022-08-08 20:20:25,159627,-1520434.01,-5083349.76,3530364.62
8204.233,2022-08-08 20:20:26,159628,-1520434.14,-5083349.91,3530364.69
8205.235,2022-08-08 20:20:27,159629,-1520434.23,-5083349.98,3530364.74
8206.24,2022-08-08 20:20:28,159630,-1520434.36,-5083350.14,3530364.79
8207.251,2022-08-08 20:20:29,159631,-1520434.45,-5083350.15,3530364.76
8208.211,2022-08-08 20:20:30,159632,-1520434.47,-5083349.96,3530364.67
8209.21,2022-08-08 20:20:31,159633,-1520434.53,-5083349.88,3530364.58
8210.21,2022-08-08 20:20:32,159634,-1520434.65,-5083349.97,3530364.53
8211.237,2022-08-08 20:20:33,159635,-1520434.76,-5083350.04,3530364.43
8212.233,2022-08-08 20:20:34,159636,-1520434.86,-5083350.15,3530364.36
8213.21,2022-08-08 20:20:35,159637,-1520434.92,-5083350.28,3530364.27
8214.224,2022-08-08 20:20:36,159638,-1520434.98,-5083350.54,3530363.88
8215.193,2022-08-08 20:20:37,159639,-1520435.07,-5083350.78,3530363.66
8216.195,2022-08-08 20:20:38,159640,-1520435.17,-5083350.9,3530363.5
8217.236,2022-08-08 20:20:39,159641,-1520435.28,-5083350.93,3530363.32
8218.224,2022-08-08 20:20:40,159642,-1520435.41,-5083350.95,3530363.06
8219.226,2022-08-08 20:20:41,159643,-1520435.24,-5083350.23,3530362.75
8220.199,2022-08-08 20:20:42,159644,-1520435.13,-5083349.44,3530362.37
8221.22,2022-08-08 20:20:43,159645,-1520435.07,-5083348.85,3530362.18
8222.222,2022-08-08 20:20:44,159646,-1520434.91,-5083348.17,3530362.01
8223.199,2022-08-08 20:20:45,159647,-1520434.79,-5083347.54,3530361.88
8224.223,2022-08-08 20:20:46,159648,-1520434.35,-5083346.13,3530361.7
8225.195,2022-08-08 20:20:47,159649,-1520434.11,-5083345.5,3530361.58
8226.208,2022-08-08 20:20:48,159650,-1520433.92,-5083344.87,3530361.35
8227.244,2022-08-08 20:20:49,159651,-1520433.78,-5083344.36,3530361.18
8228.204,2022-08-08 20:20:50,159652,-1520433.64,-5083343.81,3530361.02
8229.225,2022-08-08 20:20:51,159653,-1520433.52,-5083343.22,3530360.95
8230.223,2022-08-08 20:20:52,159654,-1520433.44,-5083342.85,3530360.76
8231.225,2022-08-08 20:20:53,159655,-1520433.47,-5083342.56,3530360.62
8232.226,2022-08-08 20:20:54,159656,-1520433.44,-5083342.25,3530360.43
8233.226,2022-08-08 20:20:55,159657,-1520433.51,-5083342.12,3530360.32
8234.237,2022-08-08 20:20:56,159658,-1520433.57,-5083342.02,3530360.12
8235.206,2022-08-08 20:20:57,159659,-1520433.62,-5083341.97,3530360.01
8236.201,2022-08-08 20:20:58,159660,-1520433.76,-5083341.99,3530359.92
8237.21,2022-08-08 20:20:59,159661,-1520433.76,-5083342.08,3530359.83
8238.225,2022-08-08 20:21:00,159662,-1520433.82,-5083342.12,3530359.69
8239.226,2022-08-08 20:21:01,159663,-1520433.77,-5083342.19,3530359.46
8240.224,2022-08-08 20:21:02,159664,-1520433.84,-5083342.4,3530359.35
8241.202,2022-08-08 20:21:03,159665,-1520433.91,-5083342.57,3530359.3
8242.225,2022-08-08 20:21:04,159666,-1520434.06,-5083342.8,3530359.34
8243.223,2022-08-08 20:21:05,159667,-1520434.18,-5083343,3530359.36
8244.226,2022-08-08 20:21:06,159668,-1520434.27,-5083343.21,3530359.33
8245.224,2022-08-08 20:21:07,159669,-1520434.36,-5083343.45,3530359.35
8246.24,2022-08-08 20:21:08,159670,-1520434.46,-5083343.67,3530359.38
8247.198,2022-08-08 20:21:09,159671.001,-1520434.51,-5083343.91,3530359.37
8248.232,2022-08-08 20:21:10,159672,-1520434.58,-5083344.12,3530359.39
8249.22,2022-08-08 20:21:11,159673,-1520434.65,-5083344.23,3530359.38
8250.221,2022-08-08 20:21:12,159674,-1520434.68,-5083344.39,3530359.37
8251.236,2022-08-08 20:21:13,159675,-1520434.74,-5083344.51,3530359.35
8252.2,2022-08-08 20:21:14,159676,-1520434.85,-5083344.61,3530359.36
8253.205,2022-08-08 20:21:15,159677,-1520434.86,-5083344.68,3530359.33
8254.22,2022-08-08 20:21:16,159678,-1520434.88,-5083344.79,3530359.28
8255.225,2022-08-08 20:21:17,159679,-1520434.87,-5083344.84,3530359.17
8256.237,2022-08-08 20:21:18,159680,-1520435.03,-5083344.92,3530359.15
8257.215,2022-08-08 20:21:19,159681,-1520435.08,-5083344.96,3530359.06
8258.235,2022-08-08 20:21:20,159682,-1520435.11,-5083344.98,3530358.94
8259.237,2022-08-08 20:21:21,159683,-1520435.14,-5083345.04,3530358.86
8260.231,2022-08-08 20:21:22,159684,-1520435.12,-5083345.12,3530358.83
8261.235,2022-08-08 20:21:23,159685,-1520435.11,-5083345.23,3530358.79
8262.207,2022-08-08 20:21:24,159686,-1520435.06,-5083345.36,3530358.78
8263.212,2022-08-08 20:21:25,159687,-1520434.99,-5083345.51,3530358.75
8264.21,2022-08-08 20:21:26,159688,-1520434.92,-5083345.57,3530358.64
8265.263,2022-08-08 20:21:27,159689,-1520434.89,-5083345.8,3530358.71
8266.263,2022-08-08 20:21:28,159690,-1520434.85,-5083346,3530358.72
8267.212,2022-08-08 20:21:29,159691,-1520434.81,-5083346.21,3530358.75
8268.217,2022-08-08 20:21:30,159692,-1520434.79,-5083346.3,3530358.68
8269.207,2022-08-08 20:21:31,159693,-1520434.8,-5083346.56,3530358.77
